notation	description	uri
SK 500	Differentialgleichungen (gewöhnliche und partielle in einem Band)	https://th-wildau.de/rvk-short/SK500
SK 600	Funktionalanalysis	https://th-wildau.de/rvk-short/SK600
SK 660	Variationsrechnung	https://th-wildau.de/rvk-short/SK660
SK 680	Spezielle Funktionen	https://th-wildau.de/rvk-short/SK680
SK 700	Allgemeine Lehrbücher der Funktionentheorie	https://th-wildau.de/rvk-short/SK700
SK 800	Wahrscheinlichkeitstheorie	https://th-wildau.de/rvk-short/SK800
SK 870	Lineare und Nichtlineare Optimierung	https://th-wildau.de/rvk-short/SK870
SK 890	Ganzzahlige und kombinatorische Optimierung, Graphentheorie	https://th-wildau.de/rvk-short/SK890
SK 900	Numerische Mathematik	https://th-wildau.de/rvk-short/SK900
SK 950	Mathematische Methoden in den Naturwissenschaften	https://th-wildau.de/rvk-short/SK950
SK 955	Computational physics	https://th-wildau.de/rvk-short/SK955
SK 960	Allgemeine Systemtheorie	https://th-wildau.de/rvk-short/SK960
SK 970	Operations Research	https://th-wildau.de/rvk-short/SK970
SK 980	Wirtschaftsmathematik, Ökonometrie, Produktionstheorie	https://th-wildau.de/rvk-short/SK980
SK 990	Mathematik in anderen Wissenschaften	https://th-wildau.de/rvk-short/SK990
SM	Didaktik der Mathematik, Schulbücher	https://th-wildau.de/rvk-short/SM
SM 100	Elementarmathematik	https://th-wildau.de/rvk-short/SM100
SM 300	Mathematik für Grund- und Hauptschullehrer, Lehrerfortbildung	https://th-wildau.de/rvk-short/SM300
SM 320 - SM 390	Schulbücher (und Begleithefte für Lehrer und Eltern)	https://th-wildau.de/rvk-short/SM320-SM390
SM 600 - SM 890	Mathematikunterricht	https://th-wildau.de/rvk-short/SM600-SM890
SM 900 - SM 935	Prüfungsvorbereitung	https://th-wildau.de/rvk-short/SM900-SM935
SM 940	Mathematische Preisaufgaben, Internationale Mathematik-Olympiaden	https://th-wildau.de/rvk-short/SM940
SN	Populäre Mathematik, Unterhaltungsmathematik, mathematische Spiele, Schach	https://th-wildau.de/rvk-short/SN
SN 100	Populäre Mathematik, Mathematik für Nichtmathematiker	https://th-wildau.de/rvk-short/SN100
SN 300	Unterhaltungsmathematik, mathematische Spiele	https://th-wildau.de/rvk-short/SN300
SN 400	Mathematische Modelle	https://th-wildau.de/rvk-short/SN400
SN 500 - SN 590	Schach	https://th-wildau.de/rvk-short/SN500-SN590
SN 600	Mathematische Fehlleistungen und Kuriositäten (Kreisquadraturen, vermeintliche Lösungen ungelöster mathematischer Probleme)	https://th-wildau.de/rvk-short/SN600
SP	Sonderdrucke	https://th-wildau.de/rvk-short/SP
SQ - SU	Informatik	https://th-wildau.de/rvk-short/SQ-SU
SQ	Referateblätter und Zeitschriften	https://th-wildau.de/rvk-short/SQ
SQ 1000	Referateblätter	https://th-wildau.de/rvk-short/SQ1000
SQ 1100	Zeitschriften, Jahresberichte, Jahrbücher	https://th-wildau.de/rvk-short/SQ1100
SR	Allgemeines, Organisation, Ausbildung	https://th-wildau.de/rvk-short/SR
SR 100	Sprachliche Wörterbücher zur Datenverarbeitung	https://th-wildau.de/rvk-short/SR100
SR 200	Fachwörterbücher	https://th-wildau.de/rvk-short/SR200
SR 400	Fachwörterbücher verwandter Gebiete	https://th-wildau.de/rvk-short/SR400
SR 500	Biografien	https://th-wildau.de/rvk-short/SR500
SR 600	Bibliografien	https://th-wildau.de/rvk-short/SR600
SR 700	Adressverzeichnisse	https://th-wildau.de/rvk-short/SR700
SR 710	Hardware-Kataloge	https://th-wildau.de/rvk-short/SR710
SR 720	Software-Kataloge	https://th-wildau.de/rvk-short/SR720
SR 750	Standardisierungsgremien (z.B. W3C)	https://th-wildau.de/rvk-short/SR750
SR 760	Software-Unternehmen	https://th-wildau.de/rvk-short/SR760
SR 770	IT-Services, IT infrastructure library	https://th-wildau.de/rvk-short/SR770
SR 800	Geschichte der Datenverarbeitung	https://th-wildau.de/rvk-short/SR800
SR 850	Gesellschaftliche Folgen der Datenverarbeitung	https://th-wildau.de/rvk-short/SR850
SR 860	Organisation der Datenverarbeitung, Rechnerbetrieb (technisch und personell)	https://th-wildau.de/rvk-short/SR860
SR 870	Datenverarbeitungsprojekte, Projektmanagement	https://th-wildau.de/rvk-short/SR870
SR 900	Ausbildung und Beruf (Studienführer etc.)	https://th-wildau.de/rvk-short/SR900
SR 910 - SR 930	Didaktik der Informatik, Allgemein	https://th-wildau.de/rvk-short/SR910-SR930
SR 990	Beziehungen zu anderen Fachgebieten, z.B. Philosophie der Datenverarbeitung	https://th-wildau.de/rvk-short/SR990
SS	Enzyklopädien und Handbücher. Kongressberichte Schriftenreihe. Tafeln und Formelsammlungen	https://th-wildau.de/rvk-short/SS
SS 1000	Enzyklopädien und Handbücher (A-Z)	https://th-wildau.de/rvk-short/SS1000
SS 1800 - SS 2100	Kongressberichte	https://th-wildau.de/rvk-short/SS1800-SS2100
SS 3000 - SS 3289	Festschriften	https://th-wildau.de/rvk-short/SS3000-SS3289
SS 4000 - SS 5999	Schriftenreihen (indiv. Sign.)	https://th-wildau.de/rvk-short/SS4000-SS5999
SS 6000	Tafeln, Formelsammlungen und Tabellen	https://th-wildau.de/rvk-short/SS6000
ST	Monografien	https://th-wildau.de/rvk-short/ST
ST 110	Allgemeine Darstellungen (Lehrbücher, Einführungen etc.)	https://th-wildau.de/rvk-short/ST110
ST 120 - ST 140	Grundlagen der Informatik	https://th-wildau.de/rvk-short/ST120-ST140
ST 150 - ST 199	Technische Informatik	https://th-wildau.de/rvk-short/ST150-ST199
ST 200 - ST 207	Vernetzung, verteilte Systeme	https://th-wildau.de/rvk-short/ST200-ST207
ST 230 - ST 285	Software und -entwicklung	https://th-wildau.de/rvk-short/ST230-ST285
ST 300 - ST 308	Künstliche Intelligenz	https://th-wildau.de/rvk-short/ST300-ST308
ST 320 - ST 690	Einzelne Anwendungen der Datenverarbeitung	https://th-wildau.de/rvk-short/ST320-ST690
SU 100 - SU 500	Populäres, Sonderdrucke	https://th-wildau.de/rvk-short/SU100-SU500
SU 100	Populäre Darstellungen	https://th-wildau.de/rvk-short/SU100
SU 400	Sonderdrucke in alphabetischer Ordnung	https://th-wildau.de/rvk-short/SU400
SU 500	Interaktive Unterhaltungssoftware (Computer-, Video- und Konsolenspiele)	https://th-wildau.de/rvk-short/SU500
SU 670 - SU 740	Dienstprogramme	https://th-wildau.de/rvk-short/SU670-SU740
SU 670	Hewlett Packard	https://th-wildau.de/rvk-short/SU670
SU 680	IBM	https://th-wildau.de/rvk-short/SU680
SU 740	Siemens	https://th-wildau.de/rvk-short/SU740
TA - TD	Allgemeine Naturwissenschaft	https://th-wildau.de/rvk-short/TA-TD
TA 1000	Referateblätter und Zeitschriften	https://th-wildau.de/rvk-short/TA1000
TB 1010 - TB 1999	Nachschlagewerke, Bibliografien	https://th-wildau.de/rvk-short/TB1010-TB1999
TB 1010	Allgemeine Nachschlagewerke des Fachgebietes	https://th-wildau.de/rvk-short/TB1010
TB 1012	Adressbücher von Firmen und Bezugsquellen	https://th-wildau.de/rvk-short/TB1012
TB 1015	Nomenklaturfragen	https://th-wildau.de/rvk-short/TB1015
TB 1020	Einführung in die Literaturbenützung im Bereich der Allgemeinen Naturwissenschaft	https://th-wildau.de/rvk-short/TB1020
TB 1024	Richtlinien für die Abfassung von naturwissenschaftlichen Aufsätzen; Vortragstechnik	https://th-wildau.de/rvk-short/TB1024
TB 1025	Zeitschriftentitelbibliografien allgemeiner naturwissenschaftlicher Zeitschriften	https://th-wildau.de/rvk-short/TB1025
TB 1028	Bibliografien von Dissertationen aus dem Gebiet der Allgemeinen Naturwissenschaft, ihrer Theorie und Geschichte	https://th-wildau.de/rvk-short/TB1028
TB 1030	Laufende Bibliografien aus dem Gebiet der Allgemeinen Naturwissenschaft	https://th-wildau.de/rvk-short/TB1030
TB 1070	Retrospektive (abgeschlossene) Bibliografien und Bibliothekskataloge zum Gesamtgebiet	https://th-wildau.de/rvk-short/TB1070
TB 1100	Sprachwörterbücher für naturwissenschaftliche Terminologie insgesamt und allgemein	https://th-wildau.de/rvk-short/TB1100
TB 1700	Biobibliografische Nachschlagewerke der allgemeinen und gesamten Naturwissenschaften	https://th-wildau.de/rvk-short/TB1700
TB 1710 - TB 1999	Personalbibliografien	https://th-wildau.de/rvk-short/TB1710-TB1999
TB 2170 - TB 3999	Geschichte, Biografien, Festschriften	https://th-wildau.de/rvk-short/TB2170-TB3999
TB 2170 - TB 2390	Geschichte der Allgemeinen Naturwissenschaft	https://th-wildau.de/rvk-short/TB2170-TB2390
TB 2510 - TB 2799	Gesammelte Werke und Schriften einzelner Naturwissenschaftler	https://th-wildau.de/rvk-short/TB2510-TB2799
TB 2800	Anthologien klassischer Abhandlungen mehrerer Naturwissenschaftler	https://th-wildau.de/rvk-short/TB2800
TB 2810 - TB 3099	Klassische Abhandlungen einzelner Naturwissenschaftler	https://th-wildau.de/rvk-short/TB2810-TB3099
TB 3100	Biografien mehrerer Naturwissenschaftler (Sammelbiografien)	https://th-wildau.de/rvk-short/TB3100
TB 3110 - TB 3399	Biografien und Autobiografien einzelner Naturwissenschaftler, biografische Materialien, Briefsammlungen, Briefwechsel (Zahlenschlüssel)	https://th-wildau.de/rvk-short/TB3110-TB3399
TB 3410 - TB 3699	Festschriften und Gedenkschriften für einzelne Naturwissenschaftler	https://th-wildau.de/rvk-short/TB3410-TB3699
TB 3710 - TB 3999	Festschriften und Gedenkschriften für Körperschaften im Bereich der Naturwissenschaften	https://th-wildau.de/rvk-short/TB3710-TB3999
TB 4000 - TB 4100	Ausbildung, Didaktik, Organisation, Beruf	https://th-wildau.de/rvk-short/TB4000-TB4100
TB 4000	Forschungsplanung und ihre Geschichte	https://th-wildau.de/rvk-short/TB4000
TB 4020	Geschichte naturwissenschaftlicher Expeditionen	https://th-wildau.de/rvk-short/TB4020
TB 4050	Ausbildung zum Naturwissenschaftler, Studiengang und ihre Geschichte	https://th-wildau.de/rvk-short/TB4050
TB 4051	Geschlechterforschung in den Naturwissenschaften	https://th-wildau.de/rvk-short/TB4051
TB 4052	Berufsfragen, einschl. Berufsethik und ihre Geschichte	https://th-wildau.de/rvk-short/TB4052
TB 4053 - TB 4098	Didaktik der Allgemeinen Naturwissenschaft	https://th-wildau.de/rvk-short/TB4053-TB4098
TB 4100	Betriebssicherheit, Schutzmaßnahmen in den Naturwissenschaften	https://th-wildau.de/rvk-short/TB4100
TB 5000	Populäre Darstellungen	https://th-wildau.de/rvk-short/TB5000
TB 6000 - TB 6500	Grenzfragen der Naturwissenschaften	https://th-wildau.de/rvk-short/TB6000-TB6500
TB 6000	Allgemeines	https://th-wildau.de/rvk-short/TB6000
TB 6100	Naturwissenschaften und Theologie	https://th-wildau.de/rvk-short/TB6100
TB 6200	Naturwissenschaften und Philosophie	https://th-wildau.de/rvk-short/TB6200
TB 6300	Naturwissenschaften und Kunst	https://th-wildau.de/rvk-short/TB6300
TB 6400	Naturwissenschaften und Gesellschaft	https://th-wildau.de/rvk-short/TB6400
TB 6500	Sonstige Beziehungen zu einzelnen Wissensgebieten	https://th-wildau.de/rvk-short/TB6500
TB 9000	Dissertationen, Habilitationsschriften	https://th-wildau.de/rvk-short/TB9000
TC	Lehrbücher und Enzyklopädien aus dem Gesamtgebiet der Naturwissenschaften	https://th-wildau.de/rvk-short/TC
TC 1500	Lehrbücher	https://th-wildau.de/rvk-short/TC1500
TC 5000	Enzyklopädien und Lexika	https://th-wildau.de/rvk-short/TC5000
TD	Tagungen, Kongresse, Serien	https://th-wildau.de/rvk-short/TD
TD 1000	Periodisch erscheinende Kongressberichte	https://th-wildau.de/rvk-short/TD1000
TD 1800	Einzelkongresse und Tagungen	https://th-wildau.de/rvk-short/TD1800
TD 5000	Serien	https://th-wildau.de/rvk-short/TD5000
TE - TZ	Geowissenschaften	https://th-wildau.de/rvk-short/TE-TZ
TE 1000	Zeitschriften	https://th-wildau.de/rvk-short/TE1000
TF	Allgemeines	https://th-wildau.de/rvk-short/TF
TF 1000 - TF 1400	Nachschlagewerke, Wissenschaftliches Arbeiten	https://th-wildau.de/rvk-short/TF1000-TF1400
TF 2300 - TF 2430	Geschichte der Geowissenschaften	https://th-wildau.de/rvk-short/TF2300-TF2430
TF 2500 - TF 2900	Klassische Abhandlungen	https://th-wildau.de/rvk-short/TF2500-TF2900
TF 3000 - TF 3700	Biografien und Festschriften	https://th-wildau.de/rvk-short/TF3000-TF3700
TF 4000 - TF 4900	Sonstiges	https://th-wildau.de/rvk-short/TF4000-TF4900
TF 4999	Dissertationen, Habilitationsschriften	https://th-wildau.de/rvk-short/TF4999
TF 5000 - TF 6800	Tagungen, Kongresse	https://th-wildau.de/rvk-short/TF5000-TF6800
TF 7300	Serien	https://th-wildau.de/rvk-short/TF7300
TG	Allgemeine Geologie	https://th-wildau.de/rvk-short/TG
TG 1000	Allgemeine Geologie: Gesamtdarstellungen	https://th-wildau.de/rvk-short/TG1000
TG 1100 - TG 1180	Allgemeine Geologie: Methoden	https://th-wildau.de/rvk-short/TG1100-TG1180
TG 1200 - TG 1500	Entstehung und Aufbau der Erde	https://th-wildau.de/rvk-short/TG1200-TG1500
TG 3000 - TG 3900	Tektonik, Strukturgeologie	https://th-wildau.de/rvk-short/TG3000-TG3900
TG 4000 - TG 4900	Geodynamik	https://th-wildau.de/rvk-short/TG4000-TG4900
TG 9000	Allgemeine Geologie: Sonstiges	https://th-wildau.de/rvk-short/TG9000
TH	Mineralogie, Petrologie, Geochemie	https://th-wildau.de/rvk-short/TH
TH 1000	Mineralogie, Petrologie, Geochemie: Gesamtdarstellungen	https://th-wildau.de/rvk-short/TH1000
TH 1200 - TH 1290	Mineralogie, Petrologie, Geochemie: Methoden	https://th-wildau.de/rvk-short/TH1200-TH1290
TH 1300 - TH 1310	Kristallographie	https://th-wildau.de/rvk-short/TH1300-TH1310
TH 1500 - TH 1800	Mineralogie	https://th-wildau.de/rvk-short/TH1500-TH1800
TH 2000 - TH 2700	Petrologie	https://th-wildau.de/rvk-short/TH2000-TH2700
TH 4000 - TH 4700	Geochemie	https://th-wildau.de/rvk-short/TH4000-TH4700
TH 6000 - TH 6200	Angewandte Mineralogie, Petrologie und Geochemie	https://th-wildau.de/rvk-short/TH6000-TH6200
TI	Weitere Teilgebiete der Geowissenschaften	https://th-wildau.de/rvk-short/TI
TI 1000	Bodenkunde	https://th-wildau.de/rvk-short/TI1000
TI 4000	Glaziologie	https://th-wildau.de/rvk-short/TI4000
TI 7000 - TI 7560	Meeresgeologie	https://th-wildau.de/rvk-short/TI7000-TI7560
TI 8000 - TI 8395	Hydrogeologie	https://th-wildau.de/rvk-short/TI8000-TI8395
TI 9000 - TI 9100	Speleologie	https://th-wildau.de/rvk-short/TI9000-TI9100
TK - TN	Historische Geologie	https://th-wildau.de/rvk-short/TK-TN
TK 1000	Historische Geologie: Gesamtdarstellungen	https://th-wildau.de/rvk-short/TK1000
TK 1002	Geologische Zeitskala, Stratigraphische Tabelle	https://th-wildau.de/rvk-short/TK1002
TK 1005 - TK 1050	Methoden zur Datierung	https://th-wildau.de/rvk-short/TK1005-TK1050
TK 1060 - TK 1090	Paläogeografie und Evolution: Zeitalterübergreifende Darstellungen und Methoden	https://th-wildau.de/rvk-short/TK1060-TK1090
TK 1095	Historische Geologie: Sonstige Teilgebiete und Einzelfragen	https://th-wildau.de/rvk-short/TK1095
TK 1100 - TK 1501	Präkambrium	https://th-wildau.de/rvk-short/TK1100-TK1501
TK 1700 - TL 1001	Paläozoikum	https://th-wildau.de/rvk-short/TK1700-TL1001
TL 3600 - TM 2601	Mesozoikum	https://th-wildau.de/rvk-short/TL3600-TM2601
TM 8000 - TN 9401	Känozoikum	https://th-wildau.de/rvk-short/TM8000-TN9401
TP	Regionale Geologie	https://th-wildau.de/rvk-short/TP
TP 1000	Welt	https://th-wildau.de/rvk-short/TP1000
TP 1500	Mehrere Kontinente, Unzusammenhängende Gebiete	https://th-wildau.de/rvk-short/TP1500
TP 5000	Europa	https://th-wildau.de/rvk-short/TP5000
TP 6400	Asien (ohne GUS)	https://th-wildau.de/rvk-short/TP6400
TP 7000	Afrika	https://th-wildau.de/rvk-short/TP7000
TP 8000	Amerika	https://th-wildau.de/rvk-short/TP8000
TP 9000	Australien, Neuseeland, Ozeanien	https://th-wildau.de/rvk-short/TP9000
TP 9400	Polargebiete	https://th-wildau.de/rvk-short/TP9400
TQ - TX	Paläontologie	https://th-wildau.de/rvk-short/TQ-TX
TQ 1000	Paläontologie: Gesamtdarstellungen	https://th-wildau.de/rvk-short/TQ1000
TQ 1001	Populärwissenschaftliche Bestimmungsbücher	https://th-wildau.de/rvk-short/TQ1001
TQ 1002	Fundstätten	https://th-wildau.de/rvk-short/TQ1002
TQ 1003	Paläontologische Sammlungen, Museumsführer	https://th-wildau.de/rvk-short/TQ1003
TQ 1010	Fossilisation, Taphonomie, Biostratinomie	https://th-wildau.de/rvk-short/TQ1010
TQ 1032 - TQ 1048	Methoden, Präparation und Analyse von Fossilien	https://th-wildau.de/rvk-short/TQ1032-TQ1048
TQ 1099	Allgemeine Paläontologie: Sonstiges	https://th-wildau.de/rvk-short/TQ1099
TQ 1100 - TR 8029	Paläobotanik (Pflanzen, Pilze, Flechten)	https://th-wildau.de/rvk-short/TQ1100-TR8029
TS 1000 - TX 9529	Paläozoologie (Tiere)	https://th-wildau.de/rvk-short/TS1000-TX9529
TY - TZ	Angewandte Geologie	https://th-wildau.de/rvk-short/TY-TZ
TY - TZ 8540	Lagerstättenkunde	https://th-wildau.de/rvk-short/TY-TZ8540
TZ 9000 - TZ 9730	Ingenieurgeologie	https://th-wildau.de/rvk-short/TZ9000-TZ9730
TZ 9900 - TZ 9985	Umweltgeologie	https://th-wildau.de/rvk-short/TZ9900-TZ9985
U	Physik	https://th-wildau.de/rvk-short/U
UA 1000	Referateblätter und Zeitschriften	https://th-wildau.de/rvk-short/UA1000
UB	Allgemeine Nachschlagewerke, Bibliografien, Geschichte und Philosophie der Physik	https://th-wildau.de/rvk-short/UB
UB 1000	Allgemeine Nachschlagewerke des Fachgebiets	https://th-wildau.de/rvk-short/UB1000
UB 1012	Adressbücher von Firmen und Bezugsquellen	https://th-wildau.de/rvk-short/UB1012
UB 1014	Firmenkataloge	https://th-wildau.de/rvk-short/UB1014
UB 1015	Nomenklaturfragen	https://th-wildau.de/rvk-short/UB1015
UB 1020	Einführung in die Literaturbenutzung im Bereich der Physik	https://th-wildau.de/rvk-short/UB1020
UB 1024	Richtlinien für die Abfassung physikalischer Aufsätze, Vortragstechnik	https://th-wildau.de/rvk-short/UB1024
UB 1025	Zeitschriftentitel-Bibliografien physikalischer Zeitschriften	https://th-wildau.de/rvk-short/UB1025
UB 1027	Forschungsprogramme	https://th-wildau.de/rvk-short/UB1027
UB 1028	Bibliografien von Dissertationen aus dem Gebiet der Physik	https://th-wildau.de/rvk-short/UB1028
UB 1030 - UB 1067	Laufende Bibliografien zu Teilgebieten der Physik	https://th-wildau.de/rvk-short/UB1030-UB1067
UB 1070 - UB 1107	Retrospektive Bibliografien zu Teilgebieten der Physik	https://th-wildau.de/rvk-short/UB1070-UB1107
UB 1110 - UB 1399	Sprachwörterbücher für physikalische Terminologie	https://th-wildau.de/rvk-short/UB1110-UB1399
UB 1400 - UB 1490	Terminologische Fachwörterbücher der Physik	https://th-wildau.de/rvk-short/UB1400-UB1490
UB 1700	Biobibliografische Nachschlagewerke über Physiker allgemein	https://th-wildau.de/rvk-short/UB1700
UB 1710 - UB 1999	Personalbibliografien,	https://th-wildau.de/rvk-short/UB1710-UB1999
UB 2005 - UB 2090	Verzeichnis von Forschern einzelner Teilgebiete	https://th-wildau.de/rvk-short/UB2005-UB2090
UB 2300 - UB 2490	Geschichte der Physik	https://th-wildau.de/rvk-short/UB2300-UB2490
UB 2502 - UB 2799	Gesammelte Werke und Schriften von Physikern und Astronomen	https://th-wildau.de/rvk-short/UB2502-UB2799
UB 2800	Anthologien klassischer Abhandlungen mehrerer Physiker und Astronomen	https://th-wildau.de/rvk-short/UB2800
UB 2810 - UB 3099	Klassische Einzelabhandlungen von Physikern und Astronomen	https://th-wildau.de/rvk-short/UB2810-UB3099
UB 3100 - UB 3399	Biografien von Physikern	https://th-wildau.de/rvk-short/UB3100-UB3399
UB 3410 - UB 3699	Festschriften und Gedenkschriften für einzelne Physiker und Astronomen	https://th-wildau.de/rvk-short/UB3410-UB3699
UB 3710 - UB 3999	Festschriften und Gedenkschriften für Körperschaften im Bereich der Physik und Astronomie	https://th-wildau.de/rvk-short/UB3710-UB3999
UB 4010	Forschungsplanung	https://th-wildau.de/rvk-short/UB4010
UB 4020	Kuriosa, Perpetuum Mobile etc.	https://th-wildau.de/rvk-short/UB4020
UB 4049 - UB 4060	Didaktik der Physik	https://th-wildau.de/rvk-short/UB4049-UB4060
UB 4070 - UB 4079	Schulbücher	https://th-wildau.de/rvk-short/UB4070-UB4079
UB 4080	Fortbildung	https://th-wildau.de/rvk-short/UB4080
UB 4090 - UB 4097	Lern- und Prüfungsprogramme für	https://th-wildau.de/rvk-short/UB4090-UB4097
UB 4100 - UB 4150	Betriebssicherheit	https://th-wildau.de/rvk-short/UB4100-UB4150
UB 5000 - UB 5340	Populäre Darstellungen	https://th-wildau.de/rvk-short/UB5000-UB5340
UB 6000 - UB 9000	Physik und Philosophie	https://th-wildau.de/rvk-short/UB6000-UB9000
UC	Enzyklopädien und Lehrbücher	https://th-wildau.de/rvk-short/UC
UC 100	Allgemeine Lehrbücher der Physik	https://th-wildau.de/rvk-short/UC100
UC 300	Physikalische Aufgabensammlungen, Formelsammlungen, Repetitorien	https://th-wildau.de/rvk-short/UC300
UC 400	Physikalisches Praktikum	https://th-wildau.de/rvk-short/UC400
UC 500	Physikalische Enzyklopädien und Lexika	https://th-wildau.de/rvk-short/UC500
UC 550	Große Physikalische Enzyklopädien und Lexika	https://th-wildau.de/rvk-short/UC550
UC 600	EDV in der Physik allgemein	https://th-wildau.de/rvk-short/UC600
UD	Kongresse, Sommerschulen, geschlossen aufgestellte Serien	https://th-wildau.de/rvk-short/UD
UD 1900	Kongresse allgemeiner oder theoretisch-physikalischer Thematik	https://th-wildau.de/rvk-short/UD1900
UD 4000 - UD 5999	Sommerschulen, regelmäßige Tagungen mit umfassender Thematik	https://th-wildau.de/rvk-short/UD4000-UD5999
UD 6100 - UD 9360	Geschlossen aufgestellte Reihenwerke	https://th-wildau.de/rvk-short/UD6100-UD9360
UD 9450	Topics in applied physics	https://th-wildau.de/rvk-short/UD9450
UD 9460	Topics in current physics	https://th-wildau.de/rvk-short/UD9460
UF	Mechanik, Kontinuumsmechanik, Strömungsmechanik, Schwingungslehre	https://th-wildau.de/rvk-short/UF
UF 1000	Mechanik allgemein	https://th-wildau.de/rvk-short/UF1000
UF 1020	Kompendien, Vorlesungen, Repetitorien	https://th-wildau.de/rvk-short/UF1020
