notation	description	uri
QP 100 - QP 160	Gegenstand, Methoden und Gesamtdarstellungen	https://th-wildau.de/rvk-short/QP100-QP160
QP 200 - QP 240	Forschung. Rationalisierung und Wachstum des Unternehmens	https://th-wildau.de/rvk-short/QP200-QP240
QP 300 - QP 390	Unternehmensführung	https://th-wildau.de/rvk-short/QP300-QP390
QP 410 - QP 890	Aufbauelemente des Unternehmens	https://th-wildau.de/rvk-short/QP410-QP890
QQ	Spezielle Betriebswirtschaftslehren	https://th-wildau.de/rvk-short/QQ
QQ 000	Allgemeines	https://th-wildau.de/rvk-short/QQ000
QQ 200	Industriebetriebslehre	https://th-wildau.de/rvk-short/QQ200
QQ 230	Industrielle Dienstleistungen	https://th-wildau.de/rvk-short/QQ230
QQ 250	Dienstleistungsbetrieb / Management	https://th-wildau.de/rvk-short/QQ250
QQ 300	Handwerksbetriebslehre	https://th-wildau.de/rvk-short/QQ300
QQ 400 - QQ 460	Handelsbetriebslehre	https://th-wildau.de/rvk-short/QQ400-QQ460
QQ 510 - QQ 570	Revisions- und Treuhandwesen	https://th-wildau.de/rvk-short/QQ510-QQ570
QQ 600 - QQ 675	Versicherungsbetriebslehre	https://th-wildau.de/rvk-short/QQ600-QQ675
QQ 700	Genossenschaftsbetriebslehre	https://th-wildau.de/rvk-short/QQ700
QQ 790	Sharing Economy, Verleihbetrieb	https://th-wildau.de/rvk-short/QQ790
QQ 800	Verkehrsbetriebslehre	https://th-wildau.de/rvk-short/QQ800
QQ 900 - QQ 964	Tourismus und -Freizeitwirtschaft	https://th-wildau.de/rvk-short/QQ900-QQ964
QQ 975 - QQ 980	Sportwirtschaft	https://th-wildau.de/rvk-short/QQ975-QQ980
QR	Gewerbepolitik. Einzelne Wirtschaftszweige	https://th-wildau.de/rvk-short/QR
QR 000	Allgemeines	https://th-wildau.de/rvk-short/QR000
QR 100	Geschichte	https://th-wildau.de/rvk-short/QR100
QR 200	Marktstruktur und -verhalten	https://th-wildau.de/rvk-short/QR200
QR 300 - QR 470	Wettbewerbs- und Monopolpolitik	https://th-wildau.de/rvk-short/QR300-QR470
QR 500 - QR 870	Industrie, Bergbau, Handel, Dienstleistungen, Handwerk	https://th-wildau.de/rvk-short/QR500-QR870
QS	Landwirtschaft	https://th-wildau.de/rvk-short/QS
QS 000	Allgemeines	https://th-wildau.de/rvk-short/QS000
QS 100	Geschichte	https://th-wildau.de/rvk-short/QS100
QS 200	Agrarmarktstudien	https://th-wildau.de/rvk-short/QS200
QS 300	Landwirtschaftliche Erwerbspersonen	https://th-wildau.de/rvk-short/QS300
QS 400	Landwirtschaftliche Betriebslehre	https://th-wildau.de/rvk-short/QS400
QS 600	Unternehmensformen in der Landwirtschaft (u. a. Landwirtschaftsgenossenschaften)	https://th-wildau.de/rvk-short/QS600
QS 700	Agrarpolitik	https://th-wildau.de/rvk-short/QS700
QS 800	Ernährung	https://th-wildau.de/rvk-short/QS800
QT	Umweltökonomie	https://th-wildau.de/rvk-short/QT
QT 000	Allgemeines	https://th-wildau.de/rvk-short/QT000
QT 200	Erhaltungsmaßnahmen	https://th-wildau.de/rvk-short/QT200
QT 300 - QT 395	Bodeneigentum, Bodenerhaltung, Bodenmarkt, Immobilienwirtschaft	https://th-wildau.de/rvk-short/QT300-QT395
QT 400	Forsten	https://th-wildau.de/rvk-short/QT400
QT 500	Fischerei, Meereswirtschaft	https://th-wildau.de/rvk-short/QT500
QT 600	Wasserreserven	https://th-wildau.de/rvk-short/QT600
QT 700	Mineralien	https://th-wildau.de/rvk-short/QT700
QT 800	Luft	https://th-wildau.de/rvk-short/QT800
QT 900	Ruhe. Lärmbekämpfung	https://th-wildau.de/rvk-short/QT900
QU	Demographie	https://th-wildau.de/rvk-short/QU
QU 000	Allgemeines	https://th-wildau.de/rvk-short/QU000
QU 100	Geschichte	https://th-wildau.de/rvk-short/QU100
QU 200	Bevölkerungspolitik	https://th-wildau.de/rvk-short/QU200
QU 300	Größe und Zusammensetzung der Bevölkerung. Bevölkerungszählungen	https://th-wildau.de/rvk-short/QU300
QU 400	Geographische Verteilung. Wanderung	https://th-wildau.de/rvk-short/QU400
QV	Arbeitnehmerfragen (Labor Economics)	https://th-wildau.de/rvk-short/QV
QV 000	Allgemeines	https://th-wildau.de/rvk-short/QV000
QV 020	Soziologische Aspekte des Arbeitnehmers	https://th-wildau.de/rvk-short/QV020
QV 100	Geschichte	https://th-wildau.de/rvk-short/QV100
QV 200 - QV 202	Arbeitsangebot. Arbeitsmarkt	https://th-wildau.de/rvk-short/QV200-QV202
QV 220 - QV 240	Zusammensetzung der Arbeiterschaft	https://th-wildau.de/rvk-short/QV220-QV240
QV 300 - QV 350	Löhne und Arbeitszeit	https://th-wildau.de/rvk-short/QV300-QV350
QV 400 - QV 410	Gewerkschaften	https://th-wildau.de/rvk-short/QV400-QV410
QV 500 - QV 560	Arbeitnehmer-Arbeitgeber-Beziehungen. Tariflohnverhandlungen	https://th-wildau.de/rvk-short/QV500-QV560
QV 570 - QV 590	Personalwesen	https://th-wildau.de/rvk-short/QV570-QV590
QV 595 - QV 598	Einzelprobleme	https://th-wildau.de/rvk-short/QV595-QV598
QV 600	Arbeitskampf. Vermittlung und Schlichtung	https://th-wildau.de/rvk-short/QV600
QV 700	Arbeitsrecht, allgemeine Überblicke. Arbeitsvertrag (siehe vor allem PF)	https://th-wildau.de/rvk-short/QV700
QW	Hauswirtschaft und privater Verbrauch	https://th-wildau.de/rvk-short/QW
QW 000	Allgemeines	https://th-wildau.de/rvk-short/QW000
QW 100	Geschichte	https://th-wildau.de/rvk-short/QW100
QW 200	Haushaltslehre	https://th-wildau.de/rvk-short/QW200
QW 300	Verbrauchsforschung und Verbraucherverhalten	https://th-wildau.de/rvk-short/QW300
QW 500	Studien zu einzelnen Ländern	https://th-wildau.de/rvk-short/QW500
QX	Sozialpolitik. Gesundheitswesen. Bildungsökonomie	https://th-wildau.de/rvk-short/QX
QX 000	Allgemeines. Soziale Sicherheit	https://th-wildau.de/rvk-short/QX000
QX 040	Untersuchungen über Armut	https://th-wildau.de/rvk-short/QX040
QX 100	Geschichte	https://th-wildau.de/rvk-short/QX100
QX 200	Einkommensverteilungspolitik. Eigentums- und Vermögenspolitik	https://th-wildau.de/rvk-short/QX200
QX 300	Familienpolitik	https://th-wildau.de/rvk-short/QX300
QX 400	Altersversorgung	https://th-wildau.de/rvk-short/QX400
QX 600	Arbeitslosenversicherung und -fürsorge	https://th-wildau.de/rvk-short/QX600
QX 700 - QX 795	Gesundheitswesen	https://th-wildau.de/rvk-short/QX700-QX795
QX 800 - QX 870	Bildungsökonomie	https://th-wildau.de/rvk-short/QX800-QX870
QX 900 - QX 915	Wohlfahrtswesen, Sozialeinrichtung	https://th-wildau.de/rvk-short/QX900-QX915
QY	Regionale Wirtschaftspolitik. Stadtplanung	https://th-wildau.de/rvk-short/QY
QY 000	Allgemeines	https://th-wildau.de/rvk-short/QY000
QY 100	Geschichte	https://th-wildau.de/rvk-short/QY100
QY 300	Stadtökonomie	https://th-wildau.de/rvk-short/QY300
QY 350	Stadtstruktur, Stadtplanung, Stadtentwicklung	https://th-wildau.de/rvk-short/QY350
QY 500	Wohnungswesen	https://th-wildau.de/rvk-short/QY500
R	Geografie	https://th-wildau.de/rvk-short/R
RA 1000	Zeitschriften	https://th-wildau.de/rvk-short/RA1000
RB 10000 - RB 10918	Nicht regional gebundene Darstellungen	https://th-wildau.de/rvk-short/RB10000-RB10918
RB 10000 - RB 10081	Unterlagen für die gesamte Geografie	https://th-wildau.de/rvk-short/RB10000-RB10081
RB 10103 - RB 10850	Allgemeine Geografie	https://th-wildau.de/rvk-short/RB10103-RB10850
RB 10853 - RB 10918	Angewandte Geografie	https://th-wildau.de/rvk-short/RB10853-RB10918
RC - RZ	Regionale Geografie	https://th-wildau.de/rvk-short/RC-RZ
RC 10000 - RQ 90918	Europa	https://th-wildau.de/rvk-short/RC10000-RQ90918
RR 10000 - RR 77918	Asien (ohne GUS)	https://th-wildau.de/rvk-short/RR10000-RR77918
RS 10000 - RS 79918	Afrika	https://th-wildau.de/rvk-short/RS10000-RS79918
RT 10000 - RW 70918	Amerika	https://th-wildau.de/rvk-short/RT10000-RW70918
RX 10000 - RX 90918	Australien, Neuseeland, Ozeanien	https://th-wildau.de/rvk-short/RX10000-RX90918
RY 10000 - RY 96918	Allgemeine Landschaftszonen	https://th-wildau.de/rvk-short/RY10000-RY96918
RZ 10000 - RZ 95918	Meer (Meeresräume)	https://th-wildau.de/rvk-short/RZ10000-RZ95918
SA - SP	Mathematik	https://th-wildau.de/rvk-short/SA-SP
SA	Referateblätter und Zeitschriften	https://th-wildau.de/rvk-short/SA
SA 1000 - SA 1070	Referateblätter	https://th-wildau.de/rvk-short/SA1000-SA1070
SA 1075	Zeitschriften	https://th-wildau.de/rvk-short/SA1075
SB	Allgemeines	https://th-wildau.de/rvk-short/SB
SB 300	Sprachwörterbücher der Mathematik	https://th-wildau.de/rvk-short/SB300
SB 400	Fachwörterbücher der Mathematik	https://th-wildau.de/rvk-short/SB400
SB 700	(Bio-)Bibliografische Nachschlagewerke	https://th-wildau.de/rvk-short/SB700
SB 750	Zeitschriftentitelbibliografien sowie Abkürzungs- und Zitiertitelverzeichnisse mathematischer Zeitschriften	https://th-wildau.de/rvk-short/SB750
SB 800	Einführung in das Mathematikstudium und die Literaturauswertung im Bereich der Mathematik	https://th-wildau.de/rvk-short/SB800
SB 820	Richtlinien für die Abfassung und Drucklegung mathematischer Literatur	https://th-wildau.de/rvk-short/SB820
SB 850	Sonstiges	https://th-wildau.de/rvk-short/SB850
SC	Enzyklopädien und Handbücher	https://th-wildau.de/rvk-short/SC
SC 145	Mathematik-Handbuch für Technik und Naturwissenschaft	https://th-wildau.de/rvk-short/SC145
SC 200	Bourbaki, Nicolas: Eléments de mathématique	https://th-wildau.de/rvk-short/SC200
SC 250	Companion Encyclopedia of the History and Philosophy of the Mathematical Sciences	https://th-wildau.de/rvk-short/SC250
SC 270	CRC concise encyclopedia of mathematics	https://th-wildau.de/rvk-short/SC270
SC 300	Encyclopaedia of Mathematics	https://th-wildau.de/rvk-short/SC300
SC 350	Encyclopedia of statistical sciences	https://th-wildau.de/rvk-short/SC350
SC 380	Enzyklopädie der Elementar-Mathematik	https://th-wildau.de/rvk-short/SC380
SC 400	Enzyklopädie der mathematischen Wissenschaften	https://th-wildau.de/rvk-short/SC400
SC 450	Grundzüge der Mathematik	https://th-wildau.de/rvk-short/SC450
SC 458	Handbook of applicable mathematics	https://th-wildau.de/rvk-short/SC458
SC 460	Handbook of applied mathematics	https://th-wildau.de/rvk-short/SC460
SC 464	Handbooks of Mathematics and Computational  Science (Springer)	https://th-wildau.de/rvk-short/SC464
SC 470	Handbuch der Mathematik. Hrsg. v. L. Kuipers	https://th-wildau.de/rvk-short/SC470
SC 490	Herder-Lexikon. Mathematik	https://th-wildau.de/rvk-short/SC490
SC 640	Kleine Enzyklopädie Mathematik	https://th-wildau.de/rvk-short/SC640
SC 650	Korn, Granino A. u. Theresa M. Korn: Mathematical handbook for scientists and engineers	https://th-wildau.de/rvk-short/SC650
SC 652	Lexikon der Mathematik	https://th-wildau.de/rvk-short/SC652
SC 655	Meyers Handbuch über die Mathematik	https://th-wildau.de/rvk-short/SC655
SC 670	Mathematik für die Praxis	https://th-wildau.de/rvk-short/SC670
SD	Kongressberichte	https://th-wildau.de/rvk-short/SD
SD 1890	Veranstaltungsjahr 1890	https://th-wildau.de/rvk-short/SD1890
SD 1891	Veranstaltungsjahr 1891	https://th-wildau.de/rvk-short/SD1891
SD 1892	Veranstaltungsjahr 1892	https://th-wildau.de/rvk-short/SD1892
SD 1893	Veranstaltungsjahr 1893	https://th-wildau.de/rvk-short/SD1893
SD 1894	Veranstaltungsjahr 1894	https://th-wildau.de/rvk-short/SD1894
SD 1895	Veranstaltungsjahr 1895	https://th-wildau.de/rvk-short/SD1895
SD 1896	Veranstaltungsjahr 1896	https://th-wildau.de/rvk-short/SD1896
SD 1897	Veranstaltungsjahr 1897	https://th-wildau.de/rvk-short/SD1897
SD 1898	Veranstaltungsjahr 1898	https://th-wildau.de/rvk-short/SD1898
SD 1899	Veranstaltungsjahr 1899	https://th-wildau.de/rvk-short/SD1899
SD 1900	Veranstaltungsjahr 1900	https://th-wildau.de/rvk-short/SD1900
SD 1901	Veranstaltungsjahr 1901	https://th-wildau.de/rvk-short/SD1901
SD 1902	Veranstaltungsjahr 1902	https://th-wildau.de/rvk-short/SD1902
SD 1903	Veranstaltungsjahr 1903	https://th-wildau.de/rvk-short/SD1903
SD 1904	Veranstaltungsjahr 1904	https://th-wildau.de/rvk-short/SD1904
SD 1905	Veranstaltungsjahr 1905	https://th-wildau.de/rvk-short/SD1905
SD 1906	Veranstaltungsjahr 1906	https://th-wildau.de/rvk-short/SD1906
SD 1907	Veranstaltungsjahr 1907	https://th-wildau.de/rvk-short/SD1907
SD 1908	Veranstaltungsjahr 1908	https://th-wildau.de/rvk-short/SD1908
SD 1909	Veranstaltungsjahr 1909	https://th-wildau.de/rvk-short/SD1909
SD 1910	Veranstaltungsjahr 1910	https://th-wildau.de/rvk-short/SD1910
SD 1911	Veranstaltungsjahr 1911	https://th-wildau.de/rvk-short/SD1911
SD 1912	Veranstaltungsjahr 1912	https://th-wildau.de/rvk-short/SD1912
SD 1913	Veranstaltungsjahr 1913	https://th-wildau.de/rvk-short/SD1913
SD 1914	Veranstaltungsjahr 1914	https://th-wildau.de/rvk-short/SD1914
SD 1915	Veranstaltungsjahr 1915	https://th-wildau.de/rvk-short/SD1915
SD 1916	Veranstaltungsjahr 1916	https://th-wildau.de/rvk-short/SD1916
SD 1917	Veranstaltungsjahr 1917	https://th-wildau.de/rvk-short/SD1917
SD 1918	Veranstaltungsjahr 1918	https://th-wildau.de/rvk-short/SD1918
SD 1919	Veranstaltungsjahr 1919	https://th-wildau.de/rvk-short/SD1919
SD 1920	Veranstaltungsjahr 1920	https://th-wildau.de/rvk-short/SD1920
SD 1921	Veranstaltungsjahr 1921	https://th-wildau.de/rvk-short/SD1921
SD 1922	Veranstaltungsjahr 1922	https://th-wildau.de/rvk-short/SD1922
SD 1923	Veranstaltungsjahr 1923	https://th-wildau.de/rvk-short/SD1923
SD 1924	Veranstaltungsjahr 1924	https://th-wildau.de/rvk-short/SD1924
SD 1925	Veranstaltungsjahr 1925	https://th-wildau.de/rvk-short/SD1925
SD 1926	Veranstaltungsjahr 1926	https://th-wildau.de/rvk-short/SD1926
SD 1927	Veranstaltungsjahr 1927	https://th-wildau.de/rvk-short/SD1927
SD 1928	Veranstaltungsjahr 1928	https://th-wildau.de/rvk-short/SD1928
SD 1929	Veranstaltungsjahr 1929	https://th-wildau.de/rvk-short/SD1929
SD 1930	Veranstaltungsjahr 1930	https://th-wildau.de/rvk-short/SD1930
SD 1931	Veranstaltungsjahr 1931	https://th-wildau.de/rvk-short/SD1931
SD 1932	Veranstaltungsjahr 1932	https://th-wildau.de/rvk-short/SD1932
SD 1933	Veranstaltungsjahr 1933	https://th-wildau.de/rvk-short/SD1933
SD 1934	Veranstaltungsjahr 1934	https://th-wildau.de/rvk-short/SD1934
SD 1935	Veranstaltungsjahr 1935	https://th-wildau.de/rvk-short/SD1935
SD 1936	Veranstaltungsjahr 1936	https://th-wildau.de/rvk-short/SD1936
SD 1937	Veranstaltungsjahr 1937	https://th-wildau.de/rvk-short/SD1937
SD 1938	Veranstaltungsjahr 1938	https://th-wildau.de/rvk-short/SD1938
SD 1939	Veranstaltungsjahr 1939	https://th-wildau.de/rvk-short/SD1939
SD 1940	Veranstaltungsjahr 1940	https://th-wildau.de/rvk-short/SD1940
SD 1941	Veranstaltungsjahr 1941	https://th-wildau.de/rvk-short/SD1941
SD 1942	Veranstaltungsjahr 1942	https://th-wildau.de/rvk-short/SD1942
SD 1943	Veranstaltungsjahr 1943	https://th-wildau.de/rvk-short/SD1943
SD 1944	Veranstaltungsjahr 1944	https://th-wildau.de/rvk-short/SD1944
SD 1945	Veranstaltungsjahr 1945	https://th-wildau.de/rvk-short/SD1945
SD 1946	Veranstaltungsjahr 1946	https://th-wildau.de/rvk-short/SD1946
SD 1947	Veranstaltungsjahr 1947	https://th-wildau.de/rvk-short/SD1947
SD 1948	Veranstaltungsjahr 1948	https://th-wildau.de/rvk-short/SD1948
SD 1949	Veranstaltungsjahr 1949	https://th-wildau.de/rvk-short/SD1949
SD 1950	Veranstaltungsjahr 1950	https://th-wildau.de/rvk-short/SD1950
SD 1951	Veranstaltungsjahr 1951	https://th-wildau.de/rvk-short/SD1951
SD 1952	Veranstaltungsjahr 1952	https://th-wildau.de/rvk-short/SD1952
SD 1953	Veranstaltungsjahr 1953	https://th-wildau.de/rvk-short/SD1953
SD 1954	Veranstaltungsjahr 1954	https://th-wildau.de/rvk-short/SD1954
SD 1955	Veranstaltungsjahr 1955	https://th-wildau.de/rvk-short/SD1955
SD 1956	Veranstaltungsjahr 1956	https://th-wildau.de/rvk-short/SD1956
SD 1957	Veranstaltungsjahr 1957	https://th-wildau.de/rvk-short/SD1957
SD 1958	Veranstaltungsjahr 1958	https://th-wildau.de/rvk-short/SD1958
SD 1959	Veranstaltungsjahr 1959	https://th-wildau.de/rvk-short/SD1959
SD 1960	Veranstaltungsjahr 1960	https://th-wildau.de/rvk-short/SD1960
SD 1961	Veranstaltungsjahr 1961	https://th-wildau.de/rvk-short/SD1961
SD 1962	Veranstaltungsjahr 1962	https://th-wildau.de/rvk-short/SD1962
SD 1963	Veranstaltungsjahr 1963	https://th-wildau.de/rvk-short/SD1963
SD 1964	Veranstaltungsjahr 1964	https://th-wildau.de/rvk-short/SD1964
SD 1965	Veranstaltungsjahr 1965	https://th-wildau.de/rvk-short/SD1965
SD 1966	Veranstaltungsjahr 1966	https://th-wildau.de/rvk-short/SD1966
SD 1967	Veranstaltungsjahr 1967	https://th-wildau.de/rvk-short/SD1967
SD 1968	Veranstaltungsjahr 1968	https://th-wildau.de/rvk-short/SD1968
SD 1969	Veranstaltungsjahr 1969	https://th-wildau.de/rvk-short/SD1969
SD 1970	Veranstaltungsjahr 1970	https://th-wildau.de/rvk-short/SD1970
SD 1971	Veranstaltungsjahr 1971	https://th-wildau.de/rvk-short/SD1971
SD 1972	Veranstaltungsjahr 1972	https://th-wildau.de/rvk-short/SD1972
SD 1973	Veranstaltungsjahr 1973	https://th-wildau.de/rvk-short/SD1973
SD 1974	Veranstaltungsjahr 1974	https://th-wildau.de/rvk-short/SD1974
SD 1975	Veranstaltungsjahr 1975	https://th-wildau.de/rvk-short/SD1975
SD 1976	Veranstaltungsjahr 1976	https://th-wildau.de/rvk-short/SD1976
SD 1977	Veranstaltungsjahr 1977	https://th-wildau.de/rvk-short/SD1977
SD 1978	Veranstaltungsjahr 1978	https://th-wildau.de/rvk-short/SD1978
SD 1979	Veranstaltungsjahr 1979	https://th-wildau.de/rvk-short/SD1979
SD 1980	Veranstaltungsjahr 1980	https://th-wildau.de/rvk-short/SD1980
SD 1981	Veranstaltungsjahr 1981	https://th-wildau.de/rvk-short/SD1981
SD 1982	Veranstaltungsjahr 1982	https://th-wildau.de/rvk-short/SD1982
SD 1983	Veranstaltungsjahr 1983	https://th-wildau.de/rvk-short/SD1983
SD 1984	Veranstaltungsjahr 1984	https://th-wildau.de/rvk-short/SD1984
SD 1985	Veranstaltungsjahr 1985	https://th-wildau.de/rvk-short/SD1985
SD 1986	Veranstaltungsjahr 1986	https://th-wildau.de/rvk-short/SD1986
SD 1987	Veranstaltungsjahr 1987	https://th-wildau.de/rvk-short/SD1987
SD 1988	Veranstaltungsjahr 1988	https://th-wildau.de/rvk-short/SD1988
SD 1989	Veranstaltungsjahr 1989	https://th-wildau.de/rvk-short/SD1989
SD 1990	Veranstaltungsjahr 1990	https://th-wildau.de/rvk-short/SD1990
SD 1991	Veranstaltungsjahr 1991	https://th-wildau.de/rvk-short/SD1991
SD 1992	Veranstaltungsjahr 1992	https://th-wildau.de/rvk-short/SD1992
SD 1993	Veranstaltungsjahr 1993	https://th-wildau.de/rvk-short/SD1993
SD 1994	Veranstaltungsjahr 1994	https://th-wildau.de/rvk-short/SD1994
SD 1995	Veranstaltungsjahr 1995	https://th-wildau.de/rvk-short/SD1995
SD 1996	Veranstaltungsjahr 1996	https://th-wildau.de/rvk-short/SD1996
SD 1997	Veranstaltungsjahr 1997	https://th-wildau.de/rvk-short/SD1997
SD 1998	Veranstaltungsjahr 1998	https://th-wildau.de/rvk-short/SD1998
SD 1999	Veranstaltungsjahr 1999	https://th-wildau.de/rvk-short/SD1999
SD 2000	Veranstaltungsjahr 2000	https://th-wildau.de/rvk-short/SD2000
SD 2001	Veranstaltungsjahr 2001	https://th-wildau.de/rvk-short/SD2001
SD 2002	Veranstaltungsjahr 2002	https://th-wildau.de/rvk-short/SD2002
SD 2003	Veranstaltungsjahr 2003	https://th-wildau.de/rvk-short/SD2003
SD 2004	Veranstaltungsjahr 2004	https://th-wildau.de/rvk-short/SD2004
SD 2005	Veranstaltungsjahr 2005	https://th-wildau.de/rvk-short/SD2005
SD 2006	Veranstaltungsjahr 2006	https://th-wildau.de/rvk-short/SD2006
SD 2007	Veranstaltungsjahr 2007	https://th-wildau.de/rvk-short/SD2007
SD 2008	Veranstaltungsjahr 2008	https://th-wildau.de/rvk-short/SD2008
SD 2009	Veranstaltungsjahr 2009	https://th-wildau.de/rvk-short/SD2009
SD 2010	Veranstaltungsjahr 2010	https://th-wildau.de/rvk-short/SD2010
SD 2011	Veranstaltungsjahr 2011	https://th-wildau.de/rvk-short/SD2011
SD 2012	Veranstaltungsjahr 2012	https://th-wildau.de/rvk-short/SD2012
SD 2013	Veranstaltungsjahr 2013	https://th-wildau.de/rvk-short/SD2013
SD 2014	Veranstaltungsjahr 2014	https://th-wildau.de/rvk-short/SD2014
SD 2015	Veranstaltungsjahr 2015	https://th-wildau.de/rvk-short/SD2015
SD 2016	Veranstaltungsjahr 2016	https://th-wildau.de/rvk-short/SD2016
SD 2017	Veranstaltungsjahr 2017	https://th-wildau.de/rvk-short/SD2017
SD 2018	Veranstaltungsjahr 2018	https://th-wildau.de/rvk-short/SD2018
SD 2019	Veranstaltungsjahr 2019	https://th-wildau.de/rvk-short/SD2019
SD 2020	Veranstaltungsjahr 2020	https://th-wildau.de/rvk-short/SD2020
SE	Festschriften	https://th-wildau.de/rvk-short/SE
SE 110 - SE 399	Festschriften	https://th-wildau.de/rvk-short/SE110-SE399
SF 1000 - SF 9900	Gesammelte Werke	https://th-wildau.de/rvk-short/SF1000-SF9900
SF 1000 - SF 1150	Autoren A	https://th-wildau.de/rvk-short/SF1000-SF1150
SF 1170 - SF 1680	Autoren B	https://th-wildau.de/rvk-short/SF1170-SF1680
SF 1720 - SF 2275	Autoren C	https://th-wildau.de/rvk-short/SF1720-SF2275
SF 2290 - SF 2540	Autoren D	https://th-wildau.de/rvk-short/SF2290-SF2540
SF 2557 - SF 2620	Autoren E	https://th-wildau.de/rvk-short/SF2557-SF2620
SF 2680 - SF 3040	Autoren F	https://th-wildau.de/rvk-short/SF2680-SF3040
SF 3095 - SF 3420	Autoren G	https://th-wildau.de/rvk-short/SF3095-SF3420
SF 3460 - SF 4180	Autoren H	https://th-wildau.de/rvk-short/SF3460-SF4180
SF 4380 - SF 4460	Autoren I	https://th-wildau.de/rvk-short/SF4380-SF4460
SF 4540 - SF 4660	Autoren J	https://th-wildau.de/rvk-short/SF4540-SF4660
SF 4670 - SF 4800	Autoren K	https://th-wildau.de/rvk-short/SF4670-SF4800
SF 4840 - SF 5500	Autoren L	https://th-wildau.de/rvk-short/SF4840-SF5500
SF 5530 - SF 5900	Autoren M	https://th-wildau.de/rvk-short/SF5530-SF5900
SF 5920 - SF 6068	Autoren N	https://th-wildau.de/rvk-short/SF5920-SF6068
SF 6070 - SF 6200	Autoren O	https://th-wildau.de/rvk-short/SF6070-SF6200
SF 6420 - SF 6790	Autoren P	https://th-wildau.de/rvk-short/SF6420-SF6790
SF 6980 - SF 7260	Autoren R	https://th-wildau.de/rvk-short/SF6980-SF7260
SF 7310 - SF 8255	Autoren S	https://th-wildau.de/rvk-short/SF7310-SF8255
SF 8260 - SF 8465	Autoren T	https://th-wildau.de/rvk-short/SF8260-SF8465
SF 8470 - SF 8470	Autoren U	https://th-wildau.de/rvk-short/SF8470-SF8470
SF 8820 - SF 8940	Autoren V	https://th-wildau.de/rvk-short/SF8820-SF8940
SF 9000 - SF 9460	Autoren W	https://th-wildau.de/rvk-short/SF9000-SF9460
SF 9660 - SF 9780	Autoren Y	https://th-wildau.de/rvk-short/SF9660-SF9780
SF 9840 - SF 9860	Autoren Z	https://th-wildau.de/rvk-short/SF9840-SF9860
SF 9900	Sonstige (CSN)	https://th-wildau.de/rvk-short/SF9900
SG	Biografien, Geschichte und Philosophie der Mathematik	https://th-wildau.de/rvk-short/SG
SG 100 - SG 399	Biografien	https://th-wildau.de/rvk-short/SG100-SG399
SG 500 - SG 600	Geschichte der Mathematik	https://th-wildau.de/rvk-short/SG500-SG600
SG 700	Philosophie und Mathematik	https://th-wildau.de/rvk-short/SG700
SH	Tafeln und Formelsammlungen	https://th-wildau.de/rvk-short/SH
SH 100	Bibliografien von Tafeln und Formelsammlungen	https://th-wildau.de/rvk-short/SH100
SH 300	Sammlungen von Tafeln und Formeln (drei und mehr Bände)	https://th-wildau.de/rvk-short/SH300
SH 500	Spezielle Tafel- und/oder Formelwerke	https://th-wildau.de/rvk-short/SH500
SH 700	Logarithmentafeln	https://th-wildau.de/rvk-short/SH700
SI	Schriftenreihen	https://th-wildau.de/rvk-short/SI
SI 109 - SI 805	Schriftenreihen in der Ordnung der Bandzählung	https://th-wildau.de/rvk-short/SI109-SI805
SI 830 - SI 910	Schriftenreihen in der alphabetischen Ordnung nach Verfassern	https://th-wildau.de/rvk-short/SI830-SI910
SI 990	Sonstige (CSN + Bandzählung)	https://th-wildau.de/rvk-short/SI990
SK	Monografien	https://th-wildau.de/rvk-short/SK
SK 110	Übergreifende Literatur (Beiträge über verschiedene Gebiete in einem Band)	https://th-wildau.de/rvk-short/SK110
SK 130	Logik und Grundlagen, Metamathematik,	https://th-wildau.de/rvk-short/SK130
SK 150 - SK 160	Mengenlehre und Verbandstheorie	https://th-wildau.de/rvk-short/SK150-SK160
SK 170	Kombinatorik (klassisch)	https://th-wildau.de/rvk-short/SK170
SK 180	Zahlentheorie	https://th-wildau.de/rvk-short/SK180
SK 200	Algebra, Allgemeine Lehrbücher, Galois-Theorie, Körpererweiterung	https://th-wildau.de/rvk-short/SK200
SK 260	Gruppentheorie und Verallgemeinerungen	https://th-wildau.de/rvk-short/SK260
SK 280	Topologie allgemein Allgemeine Lehrbücher	https://th-wildau.de/rvk-short/SK280
SK 320	Homologische Algebra, Garbentheorie	https://th-wildau.de/rvk-short/SK320
SK 340	Topologische Gruppen, Algebraische Topologien und Liesche Theorie, Liesche Gruppe, Lie-Algebra	https://th-wildau.de/rvk-short/SK340
SK 350	Topologie und Geometrie von Mannigfaltigkeiten, Katastrophentheorie	https://th-wildau.de/rvk-short/SK350
SK 370	Differentialgeometrie, Tensoranalysis	https://th-wildau.de/rvk-short/SK370
SK 380	Klassische Geometrie	https://th-wildau.de/rvk-short/SK380
SK 399	Einführung in die höhere Mathematik	https://th-wildau.de/rvk-short/SK399
SK 400	Allgemeine Lehrbücher der Analysis	https://th-wildau.de/rvk-short/SK400
SK 430	Maß- und Integrationstheorie	https://th-wildau.de/rvk-short/SK430
SK 450	Fourieranalyse und Integraltransformationen	https://th-wildau.de/rvk-short/SK450
SK 470	Reihen, Folgen, Approximationstheorie,	https://th-wildau.de/rvk-short/SK470
SK 490	Sonstige Fragen der Analysis	https://th-wildau.de/rvk-short/SK490
